text,id,screenname,retweetCount,isRetweet
"RT @LKrauss1: Important with potential autocrat in office, supported by willing congress, that thus far, rule of law standing firm.https://?",8.30E+17,jqbalter,19,TRUE
What made up the 97% of domestic travel?s contribution to tourism revenue in 2016? https://t.co/frRXJxLf9B https://t.co/3hNOa0DDki,8.30E+17,Orlarjeedey,0,FALSE
What made up the 97% of domestic travel?s contribution to tourism revenue in 2016? https://t.co/xtidhDTt3Y https://t.co/6lcLqUiRK6,8.30E+17,web_feeds,0,FALSE
"RT @brahn: Super-proud to be part of @stripe (Yes, I know I'm getting repetitive!) https://t.co/hsf2UFiHEN https://t.co/YMjDNRnhcR",8.30E+17,doyster,2,TRUE
"RT @AriMelber: Most presidents clash with the courts

None have ever been rebuked this fast

The 3 reasons Trump lost on Thursday:

https:/?",8.30E+17,dianamelvin2,225,TRUE
@afneil Why did the children's parents allow them to travel alone? Are they travelling with other adults? French govnmnt has  responsibility,8.30E+17,NigelWade,0,FALSE
"RT @sheffdocfest: Fabulous article from @guardian about our great city of Sheffield. Proud to be in Sheffield, proud to be Northern! https:?",8.30E+17,zzzzzzzzzzzzoo,3,TRUE
RT @LifeofComics: #ThursdayTrivia FRANKENSTEIN likes to travel in #Airplanes in #Frankenstein 13 VF- https://t.co/LVcoZMBKMJ 1974 #HorrorFa?,8.30E+17,ClemJamesaid,19,TRUE
Seven Immigrant Entrepreneurs Talk About The Impact Of Trump's Travel Ban https://t.co/MI7CDoMVSE,8.30E+17,TinaScusfdder1,0,FALSE
"RT @Telegraph: <U+26A1><U+FE0F> Reaction to the court ruling against @realDonaldTrump's travel ban
https://t.co/5YCX4Iwi5h",8.30E+17,rcastle06,9,TRUE
"RT @ottosaki: @StanChart now requires that I submit travel plans + air ticket, + letter from employer to activate card for visa payments @2?",8.30E+17,kpczim,10,TRUE
RT @9GAGTweets: 9gag buddies travel around the world together https://t.co/13uZuqbraf,8.30E+17,zfrhznl_,331,TRUE
"RT @CNN: President Trump tweets: ""SEE YOU IN COURT""

WA state AG responds: ""We've seen him in court twice, and we're 2 for 2"" https://t.co/?",8.30E+17,CommonWalkerSW,12596,TRUE
"RT @kurteichenwald: Ive never dealt with a more dishonest bunch -- including crooks, Enron and any Administration -- than Trump's team. htt?",8.30E+17,mickmiller0,1594,TRUE
"RT @tulips_holland: Meet tulip Purple Pride Zantupur

#travel to the #tulipsinholland spring 2017 https://t.co/43fuZTk4b4",8.30E+17,yc_peung,10,TRUE
Rick Steves: What's new in #Spain and #Portugal for 2017: https://t.co/aVNS0VvNex via @USATODAY https://t.co/Bh8QmoeQyE,8.30E+17,HolaYessica,0,FALSE
RT @9GAGTweets: 9gag buddies travel around the world together https://t.co/13uZuqbraf,8.30E+17,aujiialyaa,331,TRUE
"RT @cnnarabic: <U+0645><U+062C><U+062F><U+062F><U+0627> <U+062D><U+0643><U+0645> <U+0628><U+0627><U+0633><U+062A><U+0645><U+0631><U+0627><U+0631> <U+062A><U+0639><U+0644><U+064A><U+0642> "" #<U+062D><U+0638><U+0631>_<U+062A><U+0631><U+0627><U+0645><U+0628>"".. <U+0648> #<U+0643><U+0644><U+064A><U+0646><U+062A><U+0648><U+0646> <U+062A><U+063A><U+0631><U+062F>: 0-3
#<U+062D><U+0638><U+0631>_<U+062A><U+0631><U+0627><U+0645><U+0628> #<U+0623><U+0645><U+0631><U+064A><U+0643><U+0627>

https://t.co/PeivaQqVZU https://t.co/ggaCx?",8.30E+17,rashidaldosari,18,TRUE
TRAVEL EUROPE BY RAIL EUROPE.GREAT DESINATIONS. https://t.co/iFhcfUoG98,8.30E+17,AnuragFun,0,FALSE
"Interested in a #job in #Harrisonville, MO? This could be a great fit: https://t.co/M0myEC4BCa #Automotive #Hiring https://t.co/Mh1kjLW9el",8.30E+17,LovesJobs,0,FALSE
"My favourite thing today. Pink meringue!
?
I am a teacher who loves to travel. Follow me on my? https://t.co/QtBpzh3hc9",8.30E+17,JuzailaJumari,0,FALSE
"RT @MirandaVeron: Here's to wishing that JaDine will travel na sila lang.

But here's to knowing that somehow, that can't be. Lol

#NadineL?",8.30E+17,ItsChantey,12,TRUE
nak satu oi.. walaupun taktau laaa bila mampu travel.. haha https://t.co/El1HzO4dwj,8.30E+17,yuyuatiqa,0,FALSE
RT @DavidJo52951945: I wonder if Hillary Clinton will gloat when an immigrant commits a terror attack on American soil? https://t.co/pGZYv9?,8.30E+17,paulnorris84,32,TRUE
"9th Circuit rules against reinstating travel ban
https://t.co/A3UXzazFZG",8.30E+17,nhesharon2,0,FALSE
RT @ele9061: Travel the world #Venice https://t.co/43nXnmzFRc,8.30E+17,2011_ferraz,1378,TRUE
RT @CBSNews: BREAKING: 9th Circuit Court of Appeals rules against reinstating Pres. Trump's travel ban https://t.co/Okz2bwUl4f https://t.co?,8.30E+17,Blohmklat,749,TRUE
Sentul Jadi Tempat Liburan Akhir Pekan yang Asik buat Warga Jakarta https://t.co/eEPSpYiJOG #NewsUpdate,8.30E+17,VaganzaHollic,0,FALSE
#XRIM #MONEY : CNNPolitics : Timeline: How President Donald Trump's travel ban unraveled ? https://t.co/ri104DfQXQ) https://t.co/4F6WKDJZHC,8.30E+17,XRIM,0,FALSE
RT @DineshDSouza: Trump's lawyers made a tactical blunder in giving no reasons for his travel ban &amp; insisting judges have no power to revie?,8.30E+17,geissinger_mark,93,TRUE
"RT @dcexaminer: Court rules on the stay of Trump's travel ban, but not on its constitutional merits https://t.co/qE0K7BAnWa by @emilyjashin?",8.30E+17,vinylcrat,23,TRUE
RT @DineshDSouza: Trump's lawyers made a tactical blunder in giving no reasons for his travel ban &amp; insisting judges have no power to revie?,8.30E+17,jimstovall,93,TRUE
"@kirillsovl, Thank you for the follow. Do you read indie authors? Do you travel? https://t.co/cDeE4nOtPl. via https://t.co/Riti81YDU2",8.30E+17,JavaDavis,0,FALSE
"RT @CNN: She is the first woman to travel to all 196 countries, and the fastest person to do so, in 18 months and 26 days https://t.co/Z4E4?",8.30E+17,troyadamietz,324,TRUE
"Travel ban ruling: In court as on Twitter, Trump confronts problem of 'no evidence' for claims -?? https://t.co/S1HMRTNyNy",8.30E+17,newsjsGH,0,FALSE
Tampa News A look at what comes next in Trump travel ban case https://t.co/ObIr61HYPv https://t.co/6sGH5qf072,8.30E+17,Tampa_NC,0,FALSE
@Travel_tavern please follow back,8.30E+17,moyinn_,0,FALSE
RT @TheBucktList: Let's travel the world <ed><U+00A0><U+00BC><ed><U+00BC><U+008D><ed><U+00A0><U+00BD><ed><U+00B7><U+00BB> https://t.co/gYvyx2psed,8.30E+17,parisfranzz,195,TRUE
"RT @BenvenutoTours: Awesome view of #CinqueTerre <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>

#Travel #Italy https://t.co/Q4fPWsJ54O",8.30E+17,anneen64,12,TRUE
HUY SHET BAKA PUMUNTA SI AC SA TRAVEL EXPO EH NANDUN YUNG NANAY KO FOR 3DAYS KASO MAY IP AT COOKING HAHAHAHAHAILUVLIFEHAH,8.30E+17,mtthwblrmn,0,FALSE
"RT @TruthFeedNews: VIDEO : Judge Napolitano SHREDS the 9th ""Circus"" Ruling Against Travel Ban https://t.co/PYmltI9Fbq #maga #trumptrain #tr?",8.30E+17,TimScranton2,125,TRUE
New York will always know how to keep his secrets.. https://t.co/nDFR3SQlxF,8.30E+17,a_sava10,0,FALSE
"RT @TEN_GOP: Alan Dershowitz: ""Trump will win on travel ban at Supreme Court""
'See you in court' #9thCircuit https://t.co/BSB7IKB00Y",8.30E+17,FeminismIsLies,2214,TRUE
"These are the 19 best countries for raising a family, as voted by expats https://t.co/vJxfHqN7b8",8.30E+17,alanenbadilla,0,FALSE
RT @NBCNews: Listen to audio of President Trump reacting to appeals court ruling against reinstating his travel ban executive order. via @K?,8.30E+17,vinylcrat,474,TRUE
RT @TheBucktList: Let's travel the world <ed><U+00A0><U+00BC><ed><U+00BC><U+008D><ed><U+00A0><U+00BD><ed><U+00B7><U+00BB> https://t.co/gYvyx2psed,8.30E+17,riahv00,195,TRUE
EXCLUSIVE INTERVIEW: Wilders Could Take Netherlands Out of EU - CBN News https://t.co/3vQNmLGNHd,8.30E+17,holland_travel,0,FALSE
"RT @JustaPack: Exploring #Montenegro - Things to do in the Gorgeous town of Kotor!

https://t.co/aQUICPxzcy

#travel #backpacking https://t?",8.30E+17,triptravelgo,8,TRUE
"TRAVEL ADVISORY
Main roads remain snow covered this morning.  Please allow for extra time and use caution. https://t.co/w9ewLnmTW2",8.30E+17,PortsmouthPDRI,0,FALSE
"2/9/17: More #Hilton #Points, #Almaty Baths, #Suriname, IRA Deductions - #Travel Blogger Buzz TBB? https://t.co/vAeATS8rr3",8.30E+17,FlyerTalkerinA2,0,FALSE
"RT @LoveRadioRu: <U+0423><U+0436><U+0435> <U+0437><U+0430><U+0432><U+0442><U+0440><U+0430> <U+0441><U+0442><U+0430><U+0440><U+0442><U+0443><U+0435><U+0442> #BigLoveShow2017

<U+0421><U+043F><U+043E><U+043D><U+0441><U+043E><U+0440> <U+0448><U+043E><U+0443> ? <U+0441><U+0435><U+0442><U+044C> <U+043E><U+0442><U+0435><U+043B><U+0435><U+0439> <U+043F><U+0440><U+0435><U+043C><U+0438><U+0443><U+043C> <U+043A><U+043B><U+0430><U+0441><U+0441><U+0430> MAXX ROYAL RESORTS <U+0438> <U+0442><U+0443><U+0440><U+043E><U+043F><U+0435><U+0440><U+0430><U+0442><U+043E><U+0440> Coral trav?",8.30E+17,crosamdo86,3,TRUE
"RT @TEN_GOP: Alan Dershowitz: ""Trump will win on travel ban at Supreme Court""
'See you in court' #9thCircuit https://t.co/BSB7IKB00Y",8.30E+17,Forbespaula,2214,TRUE
RT @DineshDSouza: Trump's lawyers made a tactical blunder in giving no reasons for his travel ban &amp; insisting judges have no power to revie?,8.30E+17,BonnieHsm321,93,TRUE
#EarlyBreakfast [LISTEN] @BlindFolio Adrian Brune chats Fed Appeals court decision not to block Trump's travel ban.? https://t.co/RP612ce8Bx,8.30E+17,CapeTalk,0,FALSE
"RT @cnnbrk: Threats against judges involved in challenges to Trump's travel ban have prompted increased security, officials say https://t.c?",8.30E+17,sbelanger12,1236,TRUE
Mystery and Silk: Jim Thompson House https://t.co/EwpVLjAAuq #bangkok #thailand #mystery #silk #travel https://t.co/q1XFoFs4M2,8.30E+17,agirlpassport,0,FALSE
"""They still have to follow the Constitution,"" says Washington AG Bob Ferguson on Pres. Trump's exec. power? https://t.co/0pjqGwi3wD",8.30E+17,CBSNews,10,FALSE
RT @CNNPolitics: Timeline: How President Donald Trump's travel ban unraveled https://t.co/WcJJX1ySQ5 https://t.co/eEZQsXE3pP,8.30E+17,cindycrum,12,TRUE
"RT @BBCWorld: Donald Trump loses appeal court bid to reinstate travel ban

https://t.co/tpJrBoQbo3 https://t.co/J1kdJtuc5F",8.30E+17,beautifultango7,479,TRUE
RT @dolanchic: @GraysonDolan is the type of boyfriend to carry your stuff  when you travel @Ajlaobic https://t.co/gf2LGtlD7F,8.30E+17,Ajlaobic,1,TRUE
RT @FoxBusiness: 'We will prevail': @KellyannePolls confident in legal merits of executive order https://t.co/xWA1dCSk6I https://t.co/kkGPM?,8.30E+17,vikingmom7,852,TRUE
"RT @CNN: President Trump tweets: ""SEE YOU IN COURT""

WA state AG responds: ""We've seen him in court twice, and we're 2 for 2"" https://t.co/?",8.30E+17,ThatKiDEazyE,12596,TRUE
Please RT if you like!! #Travel  Off the beaten path: The Louis Armstrong House Museum NYC https://t.co/vy4jC2AIh1,8.30E+17,travel4planet,0,FALSE
RT @UpForItToday: When shall we go? #Serbia #Village #ecotourism #nature #travel #beauty #ufit #hideout https://t.co/gBBMAUd83A https://t.c?,8.30E+17,sorayash,3,TRUE
And stopped ppl who legally are able to travel. @cspanwj,8.30E+17,momness1,0,FALSE
"RT @CBSNews: After 9th Circuit ruling upholds travel ban suspension, Pres. Trump tweeted ""SEE YOU IN COURT"" https://t.co/5dGEm2mj7b https:/?",8.30E+17,siscarol12003,19,TRUE
<U+0413><U+043E><U+0440><U+043D><U+043E><U+043B><U+044B><U+0436><U+043D><U+0430><U+044F> <U+0411><U+043E><U+043B><U+0433><U+0430><U+0440><U+0438><U+044F> c 13.02 <U+043D><U+0430> 6 <U+043D><U+043E><U+0447><U+0435><U+0439> <U+043F><U+043E> 19.02 - Mountview Lodge Aparthotel <U+043E><U+0442> 16198 <U+0440><U+0443><U+0431><U+043B><U+0435><U+0439>. <U+0421><U+0442><U+043E><U+0438><U+043C><U+043E><U+0441><U+0442><U+044C> <U+0437><U+0430>... https://t.co/Y1BWtQvQpS,8.30E+17,travel_shopru,0,FALSE
"RT @TEN_GOP: Alan Dershowitz: ""Trump will win on travel ban at Supreme Court""
'See you in court' #9thCircuit https://t.co/BSB7IKB00Y",8.30E+17,caroletalk,2214,TRUE
@poppadilks @SaskRushLAX Yes lets go get them! Long travel day but it'll be worth it to call another W tonight!,8.30E+17,FraserPxP,0,FALSE
"RT @christiand: Remember, happiness is a way of travel, not a destination",8.30E+17,AnaisFerreira28,732,TRUE
Lake Michigan -... https://t.co/kF6tzKDNUv #Animals #Michigan #Photography #Travel,8.30E+17,davidkammphoto,0,FALSE
... https://t.co/eU2QR7euXJ #Animals #Greece #Photography #Travel,8.30E+17,davidkammphoto,0,FALSE
"RT @BBCWorld: Donald Trump loses appeal court bid to reinstate travel ban

https://t.co/tpJrBoQbo3 https://t.co/J1kdJtuc5F",8.30E+17,the_broadwalk,479,TRUE
"I love this #tent <U+26FA><U+FE0F> great for adventure and #backpacking ...  great for #travel and #explore ,? https://t.co/uyynxwRwh6",8.30E+17,rezaMkZadeh,0,FALSE
RT @shockproofbeats: 7. You're French. You travel freely via EU to Dublin. Get bus to Lifford (3 hrs). Walk for 90 seconds to Strabane. Ta-?,8.30E+17,TeaJunkie1,366,TRUE
The media keeps saying Trump defeated on his travel ban. OMG! It's a vetting process.gezz Libs and the media.F/u,8.30E+17,BrentleeB,0,FALSE
Please RT if you like!! #Travel  Meet Your Favorite Travel Channel Hosts This Weekend in DC https://t.co/NJRxNCTU4n https://t.co/qcG04GcA37,8.30E+17,travels4planet,0,FALSE
@blowticious my condolences. Travel safely.,8.30E+17,lenubienne,0,FALSE
Trump loses again as US appeals court rules against travel ban https://t.co/hwOYjdyGeR via todayng https://t.co/o7JImvmSmQ,8.30E+17,NewsPostNigeria,0,FALSE
"RT @myhooptycomLLC: Hey @realDonaldTrump recall the travel ban, rewrite it for 6 days diff language in six days rewrite it again with diff?",8.30E+17,myhooptycomLLC,1,TRUE
"RT @ThaiMuseum: <U+0E1E><U+0E34><U+0E1E><U+0E34><U+0E18><U+0E20><U+0E31><U+0E13><U+0E11><U+0E4C><U+0E1A><U+0E49><U+0E32><U+0E19><U+0E1A><U+0E32><U+0E07><U+0E40><U+0E02><U+0E19> "" <U+0E22><U+0E49><U+0E2D><U+0E19><U+0E22><U+0E38><U+0E04><U+0E27><U+0E34><U+0E19><U+0E40><U+0E17><U+0E08> <U+0E44><U+0E1B><U+0E40><U+0E2A><U+0E1E><U+0E04><U+0E27><U+0E32><U+0E21><U+0E2D><U+0E32><U+0E23><U+0E4C><U+0E15> "" https://t.co/FZRtOr7WaZ https://t.co/EX4zUtUMX4",8.30E+17,skullmay01,286,TRUE
<U+4EBA><U+805E><U+304D><U+306E><U+60AA><U+3044><U+3002><U+3060><U+307E><U+3057><U+3066><U+306A><U+3093><U+304B><U+306A><U+3044><U+3088><U+3002><U+7269><U+306F><U+8A66><U+3057><U+306A><U+3089><U+3001><U+3069><U+3063><U+3061><U+306B><U+884C><U+3063><U+305F><U+3063><U+3066><U+3044><U+3044><U+3058><U+3083><U+306A><U+3044><U+304B><U+3002><U+9055><U+3046><U+304B><U+3044><U+FF1F>,8.30E+17,kino_travel_bot,0,FALSE
"RT @POLLiticss: Appeals Court Panel #Refuses to Reinstate Trump Travel Order

#TRUMP ::: SEE YOU IN COURT, THE #SECURITY OF OUR NATION IS A?",8.30E+17,rena01311964,376,TRUE
What Donald Trump has planned next for American Muslims is shocking https://t.co/lgS0CeDDza #MuslimBan just the beginning,8.30E+17,andreakirwan,0,FALSE
"RT @CNN: President Trump tweets: ""SEE YOU IN COURT""

WA state AG responds: ""We've seen him in court twice, and we're 2 for 2"" https://t.co/?",8.30E+17,abigailguti,12599,TRUE
"RT @CNN: She is the first woman to travel to all 196 countries, and the fastest person to do so, in 18 months and 26 days https://t.co/Z4E4?",8.30E+17,JessiStewart4,326,TRUE
RT @CNN: She's the first woman to travel to every country in the world https://t.co/OfwVnh3Hf3 https://t.co/79uj49TunQ,8.30E+17,MarkBielicke,660,TRUE
"RT @thegrugq: TRAVEL SEC
Use travel hardware: laptop, iPad, iPhone.
Take only the data you need.
Create accounts for travel gear.
Use diffe?",8.30E+17,Dahlbromski,324,TRUE
"Please RT if you like!! #Travel  Manuel Antonio National Park, Costa Rica Tours (HD) https://t.co/WxDMhWz88j https://t.co/bGalM7I1Qj",8.30E+17,trips4planet,0,FALSE
"RT @patrickgaley: Amid outcry over Trump travel ban, the UK government has quietly barred *disabled* *child* *refugees* from entering https?",8.30E+17,retrochbabe,1078,TRUE
RT @WalksofItaly: Milan: The best of Italy's north https://t.co/8X8l5zBgpo via @nzherald #takewalks https://t.co/E5n8FuurJc,8.30E+17,108fonAnna,4,TRUE
"RT @swedennewyork: This ""glass hotel room in Sweden is everything,? says @7x7 about the @Treehotel_SWE: https://t.co/j6mbGiz7z5 #travel #ex?",8.30E+17,A_DesigniNorr,1,TRUE
RT @Visit_Poland: Why #Warsaw #Poland is a city break must  https://t.co/FCjPVPtbId @DailyMirror @ewarsaw https://t.co/ySsdGFLhzh,8.30E+17,EuRA_Relocation,26,TRUE
"RT @CNN: She is the first woman to travel to all 196 countries, and the fastest person to do so, in 18 months and 26 days https://t.co/Z4E4?",8.30E+17,AminRahim_,326,TRUE
RT @MickeyLacoste: I love being outside <ed><U+00A0><U+00BD><ed><U+00B8><U+00BA> http://t.co/QP3JG9O2WF,8.30E+17,Travel_lot,7505,TRUE
"RT @CNN: She is the first woman to travel to all 196 countries, and the fastest person to do so, in 18 months and 26 days https://t.co/Z4E4?",8.30E+17,ISSY_miyake,326,TRUE
"RT @CNN: Threats against judges involved in challenges to Trump's travel ban have prompted increased security, officials say https://t.co/k?",8.30E+17,jenny30180,492,TRUE
Please RT if you like!! #Travel  Luxe Sunset Boulevard Hotel Spa https://t.co/rENsZMo0SV https://t.co/WFXRlZKiO9,8.30E+17,thebestrips,0,FALSE
Stay in our magical hotel for the ultimate getaway break https://t.co/BAIaxGCb3w,8.30E+17,ChinaDirectLtd,0,FALSE
RT @HHPhotography3: Let?s change our Latitude~Jimmy Buffett https://t.co/jI09H9ivWR #railroad #traintracks #travel #wallart #giftideas #HHP?,8.30E+17,larssonzita,1,TRUE
"https://t.co/Ft92vROPbe 
New travel blog post!",8.30E+17,bthemangotree,0,FALSE
@realDonaldTrump @POTUS @WhiteHouse Hsve your attorney general write a new legally bullet proof travel pause order. @IvankaTrump,8.30E+17,ThePeopleofUSA,0,FALSE
"America is 55% in favor of EO to 38% not. Media attempting to manufacture outrage that does not exist. @Cernovich

https://t.co/xNWaf6Qr3P",8.30E+17,NickDeSenso,0,FALSE
"So proud to watch @AutumnRoyalKB travel from @EverymanCork to @projectarts this wk, it all looks very at home in Du? https://t.co/U7UHtYcX9W",8.30E+17,seoid,0,FALSE
"@goetzkeller 
#sicilia #landscape #photography #travel #500px #NationalGeographic #fotografia #Niko https://t.co/3ggGJTafaE",8.30E+17,divenuto_70,0,FALSE
"@CNNPolitics I can understand why Muslims calling for free travel. so the terrorists can enter the country, to start chaos.",8.30E+17,RobGwosdz,0,FALSE
"RT @TEN_GOP: Alan Dershowitz: ""Trump will win on travel ban at Supreme Court""
'See you in court' #9thCircuit https://t.co/BSB7IKB00Y",8.30E+17,AmyMart,2215,TRUE
@realDonaldTrump I can't understand how the courts can block the travel ban. It's the president's call on this if I? https://t.co/uGU40t2sA0,8.30E+17,welterjeff,0,FALSE
@ryontan @amagumohebi @sushi_yukkuri <U+307B><U+3093><U+306E><U+55DC><U+3080><U+7A0B><U+5EA6><U+3067><U+3059>,8.30E+17,Mikkuri_Travel,0,FALSE
"RT @SandraTXAS: Rogue State Dept: Refugees allowed into US doubled since ruling on Trump travel ban 

 https://t.co/I9FJrVJrfa 

#immigrati?",8.30E+17,MaryannKay,242,TRUE
RT @TakingFiveHQ: I forget the travel ban was lifted <ed><U+00A0><U+00BE><ed><U+00B4><U+0094><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/0Y7vEwxBX2,8.30E+17,krissyhardy88,2663,TRUE
no wonder @WaerSystems chose Sheffield for it's new offices. :) https://t.co/7QoZFlcrkI #sheffieldissuper,8.30E+17,WaerSystems,0,FALSE
RT @RichardWeaving: Judges Keep Falsely Saying No Terrorists Came From Countries Affected By Travel Ban https://t.co/cMVFohXAvx via @dailyc?,8.30E+17,mercertony45,46,TRUE
Please RT if you like!! #Travel  Provence Prestige is Nov 26 to 30 in Arles https://t.co/ogg3dH266T https://t.co/f8Dcrd7JG7,8.30E+17,thetravelsclub,0,FALSE
If it isn't necessary to go to the U.S. and have your privacy compromised don't go. Boycott USA Travel!,8.30E+17,Possession17E,0,FALSE
?Complete victory?: attorney general celebrates Trump travel ban verdict ? video | US news https://t.co/kfBSGA9rZS,8.30E+17,jeepeg,0,FALSE
Half of European travel professionals reported expectations of reduced business travel over the next three months: https://t.co/9EQt5XfSNL,8.30E+17,NetAffinity,0,FALSE
RT @CNN: She's the first woman to travel to every country in the world https://t.co/OfwVnh3Hf3 https://t.co/79uj49TunQ,8.30E+17,hidayahhzakaria,660,TRUE
RT @lonelyplanet: From skiiing to sailing &amp; swimming: Where to go in March for #adventure https://t.co/afqWb7mC45 #lp #travel https://t.co/?,8.30E+17,ExpeditionTrek,34,TRUE
RT @LuxTravelHotels: Take a look inside these luxury seaside Villas - https://t.co/Xhi2NQI5TA #Luxury #Travel https://t.co/2BEkJT5Ari,8.30E+17,Chrystalwh,1,TRUE
"RT @CNN: President Trump tweets: ""SEE YOU IN COURT""

WA state AG responds: ""We've seen him in court twice, and we're 2 for 2"" https://t.co/?",8.30E+17,abigailebaldwin,12599,TRUE
"RT @CNN: President Trump tweets: ""SEE YOU IN COURT""

WA state AG responds: ""We've seen him in court twice, and we're 2 for 2"" https://t.co/?",8.30E+17,leocolomer,12599,TRUE
RT @Chris_Kolenda: This is a fight where easy slogans and rushed travel bans aren?t likely to provide a path to victory. https://t.co/0P4BI?,8.30E+17,counterjihader,1,TRUE
Trump furious after court upholds block on travel ban https://t.co/zseV1Wjxai,8.30E+17,rt41racer,0,FALSE
"RT @dameunvinito: TenÇs 30 a§os Roberto, deja de usar la mochila de Travel Rock.",8.30E+17,AntoGerlero,108,TRUE
(via https://t.co/NPLd7drR9U ) CNN: Threats against judges involved in challenges to Trump's travel ban have prom? https://t.co/j6sFIX2W2I,8.30E+17,Morpheyous,0,FALSE
"RT @U4iANorCalSt: Out of these places, where would you want to travel to with @U4iAOfficial?",8.30E+17,U4iAArgentinaST,4,TRUE
"RT @FoxNews: Iraqi archbishop backs Trump travel ban, hopes for aid to Christians  https://t.co/M9q00OVAZM via @perrych https://t.co/cOp6tE?",8.30E+17,SephsLab,749,TRUE
"What I do. 
?
I am a teacher who loves to travel. Follow me on my trips and click on my bio on? https://t.co/jVbjedJep3",8.30E+17,JuzailaJumari,0,FALSE
"RT @CNN: She is the first woman to travel to all 196 countries, and the fastest person to do so, in 18 months and 26 days https://t.co/Z4E4?",8.30E+17,BryanLevava,326,TRUE
RT @voguemagazine: How to vacation like Princess Margaret. https://t.co/DpJLko7tVj,8.30E+17,OliviaLake11,18,TRUE
"Upsetting the form book is the aim for @stivestownfc as they prepare to travel to @frometownfc
https://t.co/Abi2khSAvt",8.30E+17,SportCambridge,0,FALSE
"Hey @realDonaldTrump recall the travel ban, rewrite it for 6 days diff language in six days rewrite it again with diff language for 6 more",8.30E+17,myhooptycomLLC,1,FALSE
Trump loses bid to reintroduce travel ban on Muslim countries https://t.co/TIU68yKrga,8.30E+17,Odengus1Sunny,0,FALSE
Please RT if you like!! #Travel  Bitdefender Box Review &amp;#038; Giveaway #ProtectedByBox https://t.co/2Pv8TU0plb https://t.co/juOvV3xJPm,8.30E+17,travelsforever,0,FALSE
RT @goldengateblond: The 9th Circuit voted unanimously against Trump's travel ban. Let's go live to the White House for a reaction.  https:?,8.30E+17,Rosekhatri,3675,TRUE
@berkeslaw   The 9th Circuit slapped down his Travel Ban.,8.30E+17,NHousteau,0,FALSE
"RT @ScottErnst0331: Idiotic 9th Circuit Judges ruled that ""free flow of travel"" outweighs national security.  SMH.  #TravelBan",8.30E+17,KingfanDeb,339,TRUE
"RT @wondermann5: trump: My travel ban will be reinstated 

Ninth Circuit Court of Appeals: https://t.co/wbh2379eTG",8.30E+17,wanderward,248,TRUE
RT @FoxNews: Conway says court ruling on Trump travel ban 'does not affect the merits at all' https://t.co/fLsZYYMLDn,8.30E+17,SteveRomano5,139,TRUE
RT @CNNPolitics: Timeline: How President Donald Trump's travel ban unraveled https://t.co/WcJJX1ySQ5 https://t.co/eEZQsXE3pP,8.30E+17,wegmitspam2,12,TRUE
RT @CNN: Threats against judges involved in challenges to Trump's travel ban have prompted increased security https://t.co/Asm30BkEiV https?,8.30E+17,ohyes_that_girl,83,TRUE
"RT @thekencamp: Kenya's domestic travel up by 14.6%

Uganda tourists to Kenya up by 75%. 

Total African arrivals up by 28%.

Tourism is fo?",8.30E+17,ssojo81,36,TRUE
"RT @CNN: President Trump tweets: ""SEE YOU IN COURT""

WA state AG responds: ""We've seen him in court twice, and we're 2 for 2"" https://t.co/?",8.30E+17,evabeik,12599,TRUE
"Travel ban ruling: In court as on Twitter, Trump confronts problem of 'no evidence' for claims https://t.co/c3jk6C7G8Z #breakingnews #news",8.30E+17,Apocrifos,0,FALSE
"RT @cnnbrk: Threats against judges involved in challenges to Trump's travel ban have prompted increased security, officials say https://t.c?",8.30E+17,Brian_Dailey_,1236,TRUE
Achievement Complete: Travel to Bangkok with all possible mode of transportations. @ Nakhon? https://t.co/eGF8EAl3Fl,8.30E+17,JaySaran,0,FALSE
RT @adamliptak: Ninth Circuit won?t reinstate President Trump?s travel ban,8.30E+17,Chokopower54,648,TRUE
@Alyssa_Milano Do you know how stupid you sound when you say things about the Founding Fathers? They would be for a travel ban.,8.30E+17,mwoodcircle,0,FALSE
"#travel #contest alert!

a chance to win 2 tickets to Thailand courtesy Tourism Authority of Thailand, Mumbai https://t.co/0c3UfyaWYX",8.30E+17,exoticgringo,0,FALSE
RT @IEEEorg: South Korea's hyper-tube could reinvent the way we travel. #Hyperloop https://t.co/V5rVT8vyak,8.30E+17,itsrohanvj,32,TRUE
"Please RT if you like!! #Travel  A Peek into Äiáek Pasaj? (Flower Passage) in Beyoglu, Istanbul? https://t.co/gcEsWfmXlg",8.30E+17,trips4world,0,FALSE
"RT @nytimes: Thousands of years ago, every lake was like Great Bear Lake. Now of the 10 largest lakes, it's the last of its kind. https://t?",8.30E+17,prismdecision,388,TRUE
RT @CBSThisMorning: AHEAD at 7AM: Federal appeals court rules against restoring Trump's travel ban + Former U.S. Ambassador to Japan @AmbCK?,8.30E+17,Toyoking,7,TRUE
@CNN FAKE woman. Fake travel. Fake countries fake news.,8.30E+17,ry_mciver,0,FALSE
Trump vows to fight travel ban ruling - https://t.co/9cwzOWw2yr https://t.co/j6cGv6rsQT,8.30E+17,1_newsnet,0,FALSE
RT @LTMountains: #WIN and @olficamera  https://t.co/0O9Z9Jq7mk #mtb #ski #snowboard #sup #run #hike #climb #actioncamera #lovethemountains?,8.30E+17,PRO_PR1,2,TRUE
